id,url,scraped_title,scraped_description,extracted_year,extracted_mileage,extracted_fuel,extracted_power,current_year,current_mileage,current_fuel,current_power,extraction_improved
58,https://auto.bazos.cz/inzerat/216164842/mazda-cx-5-20i-121kw-4x4-1majitel-90000km-servis-mazda.php,Mazda CX-5 2.0i 121Kw 4x4 1.majitel 90000km servis Mazda,"Video prohlídka viz odkazhttps://www.youtube.com/shorts/QZLHopntWpkProdám Mazda CX-5 2.0i 121Kw benzín 4x4 pohon všech kol manuální šestistupňová převodovka po prvním majiteli v Německu.Rok výroby 01/2022 provoz 02/2022Stav tachometru 90000kmKilometry jsou podloženy úplnou servisní historii 09/25 z autorizovaného servisu Mazda + protokoly z Německé STK 02/2025K vozidlu je COC listGarance kilometrů do kupní smlouvy100% nehavarováno, nelakovánoVozidlo bylo pravidelně každý rok servisované v autori...",,80000,,121,,80000,,121,NO
60,https://auto.bazos.cz/inzerat/216131493/mazda-6-25-143kw-skyactive-2020.php,Mazda 6 2.5 143kw Skyactive 2020 (Takumi),"Prodám Mazdu 6 Skyactiv 2.5l 143kw r.v 2020 Takumi výbava . Na voze proběhla výměna oleje v převodovce a motoru s filtry . Najeto 74tis km .Perfektní technický stav i vzhled vozu bez poškození, velmi zachovalý vůz. První registrace 12/2019, provoz od 01/2020. Krásné  výbavové provedení Takumi, adaptivní tempomat, asistent jízdy v pruzích, Head-Up display, 360° kamery kolem celého vozu, LED adaptivní přední světlomety, bezklíčové odemykání a startování, satelitní navigace včetně funkce Apple car ...",2020,,,143,2020,,,143,NO
61,https://auto.bazos.cz/inzerat/216120515/mazda-6-20i-114kw2011kuzevyhrevydigiklimaservibez-rzi.php,"MAZDA 6 2.0i 114KW,2011,KŮŽE,VÝHŘEV,DIGIKLIMA,SERVIS,BEZ RZI","PRODÁM MAZDU 6 FACELIFT GH WAGON (KOMBI / COMBI) SE SPOLEHLIVÝM BENZINOVÝM MOTOREM 2.0 DISI - 114KW!Technická data:Motor: 2.0i, 1.999ccm, benzin, o výkonu 114kw / 155 koní!Převodovka: Manuální 6ti stupňováRok: 2011Najeto: 193.500km, PÍSEMNÁ záruka na najeté km + servisní a palubní dokumentace .Vin: JMZGHA9E601474823Barva: ČERNÁ METALÍZASTK: Dovoz z DK, DOVOZOVÁ STK + EMISE v ceně vozu!Výbava:• Přední mlhovky• Ostřik světlometů• ABS, ESP, ASR• 6x Airbag, vypínatelný airbag spolujezdce, ISOFIX• As...",,,,114,2011,,,114,NO
64,https://auto.bazos.cz/inzerat/216115472/mazda-cx-5-20-skyactiv-121kw-1majitel-r2014.php,Mazda CX-5 2.0 Skyactiv 121kW 1.majitel r.2014,"Prodám Mazda CX-5 2.0 benzin Skyactiv 121kW. Po prvním majiteli z Německa. Auto v pěkném stavu. Nyní po pravidelné servisní prohlídce s výměnou oleje a filtru.Najeto:145 000 kmVyrobeno:10/2014Karosérie:SUVBarva:Modrá, Tmavá, PerleťováKlimatizace:Dvouzónová automatickáPočet airbagů:6Počet dveří:5Počet míst:5Palivo:BenzínObjem:1 998 ccmVýkon:121 kW (165 koní)Převodovka:ManuálníPřevodový stupeň:6 stupňováPohon:Pohon předních kolPlní EURO:EURO 51. majitel:AnoServ. knížka:AnoZemě původu:NěmeckoBezpeč...",,145000,benzín,121,,145000,benzín,121,NO
65,https://auto.bazos.cz/inzerat/215995733/mazda-6-25i-141kw-sports-line-full-led-kamera-bose.php,"MAZDA 6, 2.5i 141kW, SPORTS-LINE, FULL LED, KAMERA, BOSE","MAZDA 6 GJ, 2.5i, SKYACTIVE, 141kW, SPORTS-LINE, FULL LED, KAMERA, BOSE, ARok výroby: 09/2015Palivo: benzínVýkon: 141 kWObjem: 2 488 ccmKaroserie: LimuzínNajeto: 149 000 kmBarva: šedá metal.VIN: JMZGJ623871318798Cena: 319 000,-KčVýbava:Adaptivní tempomatABSAlarm s dálkovým ovládánímAutomatická klimatizaceAutomatická převodovkaAutorádioBezklíčové ovládáníBoční airbagyCD přehrávačCentrální zamykáníDálkově ovládané centrální zamykáníDělená zadní sedadlaEl. ovládání okenEl. ovládání zrcátekEl. seřid...",,149000,,141,,149000,,141,NO
66,https://auto.bazos.cz/inzerat/215703611/mazda-2-13i-55kwrok-2010177tkmservis-knizkanova-stk.php,"Mazda 2 1.3i 55kw,Rok 2010,177tkm,Servis Knížka,Nová STK","Prodám Mazda 2 1.3i 55kw rok 2010 najeto 177tkm,1majitel,Garažovany vůz,Bez KorozeAuto je servisováno a je technicky v dobrém stavu,Servisní Knížka,Bez Koroze,Zimní pneu,Letní pneu,Nová STKVýbava:-manuální převodovka-klimatizace-4x airbag-2x el okna-ABS-autorádio-posilovač řízení-centrální dálkové zamykáníDovoz original doklady na přihlášení více info po telCena 69 900 KčTel 778 049 405",2010,,,55,2010,,,55,NO
67,https://auto.bazos.cz/inzerat/216096279/mazda-2-13i-klima-model-2010.php,Mazda 2 1.3i Klima Model 2010,"Mazda 2 1.3i r.v.2010 naj 121tis servisní kniha,servis mazda,protokoly z rakouských stk s km, 1 Majitelka,Klima-chladí,el.okna,e.zrcátka,centrál 2xklíč,4xairbag,zimni pneu a letní pneu, Nová Stk.Dovoz Rakousko na přihlášení.Cena 72 000kč včetně nové Stk možno odjet po ose přihlášení 800kč. 731 46 76 50",2010,,,,2010,,,,NO
69,https://auto.bazos.cz/inzerat/215600449/mazda-cx-5-20-benzin-160ps-4x4-revolution-rok-2018-nove-cz.php,"Mazda CX-5 2.0 benzin 160PS 4x4 Revolution, rok 2018 nové CZ","Prodám Mazda CX-5 2.0 4x4 RevolutionMazda, Mazda CX5, CX5 benzin, Mazda SkyActiv, CX-5 2.0 Skyactiv,Objem motoru: 1998 ccmVýkon motoru: 118kW/160PSMotor: 4 válecPalivo: benzinPřevodovka: manuální 6 ti stupňováBarva: modrá metalízaDatum první registrace: 22.01.2018Země původu: Česká RepublikaPočet majitelů: První majitelNajeto: 185.294 km, řádně servisovánoPohon: 4x4Výbava:ABS, ESP, Hlídání mrtvého úhlu, Protiprokluzový systém kol (ASR), Sledování jízdního pruhu,Parkovací senzory, Rozpoznávání do...",2018,,benzín,118,2018,,benzín,118,NO
70,https://auto.bazos.cz/inzerat/215427654/mazda-6-22-d-skyactive-110kwrok-042015-cervena-metaliza.php,"Mazda 6 2.2 D Skyactive 110kW,rok 04.2015,1. Majitel","Prodám Mazda 6 2.2 skyactiv04.2015 rok2.2 dieselmanuální převodovkaStav tachometru 185000 kmVýbava:Asistent mrtvého úhluAutomatické světloAdaptivní osvětlení zatáčekParkovací senzoryElektricky nastavitelná a vyhřívaná zpětná zrcátkaMultifunkční volantSada hands-freeAudio systemVyhřívané přední sedačky,TempomatBluetoothNavigaceEco systém start stopdvouzónová klimatizaceAutomatické stírání čelního sklaVyhřívané zadní oknoServisní knížkaMožnost odpočtu DPHK tomu je k dispozici střešní nosičPro dota...",,,,110,,185000,diesel,110,NO
74,https://auto.bazos.cz/inzerat/215231679/mazda-3-20i-90kw-sports-g122-bose-led-acc-kamera.php,► MAZDA 3 2.0i 90KW SPORTS G122 BOSE-LED-ACC-KAMERA,prodám MAZDA 3 2.0i 90KW G122 SKYACTIV SPORTS BOSEBÍLÁ ARACHNE PERLEŤZÁRUKA PŮVODU-STAVU-KMMANUÁLNÍ PŘEVODOVKA 6RPRAVIDELNĚ SERVISOVANÉ - řádně vedená servisní historie po celou dobumožnost náhlednutí do celé historie vozidla - detekce laku karoserie - možnost připojení na diagnostiku► SOUND SYSTEM BOSE SURROUND► VYHŘÍVANÝ VĚNEC VOLANTU► SEDAČKY LÁTKOVÉ► BEZKLÍČOVÉ ODEMYKÁNÍ A START► HEAD UP DISPLEY► SATELITNÍ NAVIGACE► HLÍDÁNÍ TLAKU V PNEU► RVM HLÍDÁNÍ MRTVÉHO ÚHLU► HLÍDÁNÍ JÍZDNÍCH PRUHŮ► LED ...,,133000,,90,,133000,,90,NO
75,https://auto.bazos.cz/inzerat/215797557/mazda-cx-3-20i-88kw-revolution-head-up-led-kamera-tazne.php,► MAZDA CX-3 2.0i 88KW REVOLUTION HEAD-UP-LED-KAMERA-TAŽNÉ,prodám MAZDA CX3 2.0i 88KW REVOLUTION SKYACTIV SPORTSMONDSTEIN BÍLÁ METALÍZAZÁRUKA PŮVODU-STAVU-KMMANUÁLNÍ PŘEVODOVKA 6RPRAVIDELNĚ SERVISOVANÉmožnost náhlednutí do celé historie vozidla - detekce laku karoserie - možnost připojení na diagnostiku► SEDAČKY KOMBINACE LÁTKY A KŮŽE obšité BÍLOU nití► BEZKLÍČOVÉ ODEMYKÁNÍ A START► HEAD UP DISPLEY► SATELITNÍ NAVIGACE► HLÍDÁNÍ TLAKU V PNEU► RVM HLÍDÁNÍ MRTVÉHO ÚHLU► LED DENNÍ SVÍCENÍ► LED SVĚTLOMETY► PARKOVACÍ SENZORY PŘEDNÍ-ZADNÍ► PARKOVACÍ KAMERA► TEM...,,139000,,88,,139000,,88,NO
76,https://auto.bazos.cz/inzerat/215382286/mazda-cx-30-20-90kw-skyactiv-automat-led-head-up-area-360.php,► MAZDA CX-30 2.0 90KW SKYACTIV AUTOMAT LED-HEAD-UP-AREA 360,"prodám MAZDA CX-30 2.0i 90KW SKYACTIV SELECTIONMACHINE GRAU ŠEDÁ PERLEŤZÁRUKA PŮVODU-STAVU-KM - dovoz přímo z autohausu MAZDA SRNAUTOMATICKÁ PŘEVODOVKAPRAVIDELNĚ SERVISOVANÉ v MAZDA - řádně vedená servisní historie po celou dobu v SRN, veškeré výpisy servisní historiemožnost náhlednutí do celé historie vozidla - detekce laku karoserie - možnost připojení na diagnostiku►► BEZKLÍČOVÉ ODEMYKÁNÍ A START►► AUTOMATICÁ DÁLKOVÁ SVĚTLA►► LED SVĚTLOMETY►► HEAD UP DISPLEY►► ELEKTRICKÉ VÍKO KUFRU► SATELITNÍ...",,133000,,90,,133000,,90,NO
78,https://auto.bazos.cz/inzerat/214914901/mazda-2-13-benzin-najeto-118000.php,mazda 2 1.3  benzin,prodam funkcni ale havarovanou mazdumazda 21.3 benzinr.v 2010stk do konce roku 2027vuz je na zimnich pneuvybavaclimaelektricke stahovani okena mnoho dalsihoco je poskozenopredni naraznik ( mam koupeny cely novy v barve )kapotapravy blatnikcelmi skloairbakyto by melo byt vse.bohuzel nemam na to cas vse dodelat.motor funguje vyborne  a vouidlo normalne jede.sviti atd takze po vlastni ose by to slo take ale nevim vzhledem k tumu prasklemu celimu sklu.volat kdykoli,2010,,benzín,,2010,,benzín,,NO
80,https://auto.bazos.cz/inzerat/215871012/mazda-6-gj-20i-121kw-skyactive-bi-xenon-rvm-tempomat.php,"MAZDA 6 GJ, 2.0i 121kW, SKYACTIVE,  BI-XENON, RVM, TEMPOMAT","MAZDA 6, 2.0i 121kW, SKYACTIVE, EXCLUSIVE, BiXENON, BLIS, NAVI., TEMPOMATRok výroby: 02/2013Palivo: benzínVýkon: 121 kWObjem: 1 998 ccmKaroserie: kombiNajeto: 115 000 kmBarva: šedá metal.VIN: JMZGJ597611101750Cena: 289 000,-KčVýbava:ABSAutomatická klimatizaceAutorádioBezklíčové ovládáníBoční airbagyCD přehrávačCentrální zamykáníDálkově ovládané centrální zamykáníDělená zadní sedadlaEl. ovládání okenEl. ovládání zrcátekESPImobilizérLité diskyManuální převodovkaMultifunkční volantMlhovkyNastavitel...",,115000,,121,,115000,,121,NO
81,https://auto.bazos.cz/inzerat/216007246/mazda-mx-5.php,Mazda MX-5 2001 109.000km 1.6i 16v TRILOGY,"Mazda MX-51.6i 16v 81kw2001První registrace 25.7.2001109.000kmDOVOZ NĚMECKOVIN NA FOTO - ZJISTĚTE SI CO KDE CHCETEPŘEDNÍ BLATNÍK DOLÍČEK - LZE VYROVNAT BEZ POŠKOZENÍ LAKU - NEBUDE POZNAT - MOHU ZAŘÍDITV CENĚ NOVÉ DOVOZOVÉ STK DO 3.2028REGISTRACE POUZE 800,-KčPŘEVOZNÍ ZNAČKU VYDÁM NA MÍSTĚ50351 Chlumec nad CidlinouPřímo u dálnice D11 sjezd 62PRAHA 60KMHRADEC KRÁLOVÉ 25KM",2001,,,,2001,,,81,NO
82,https://auto.bazos.cz/inzerat/215909317/mazda-6-2015-22-diesel-6mt.php,Mazda 6 2015 • 2.2 Diesel • 6MT,"Mazda 6 2015• 2.2 Diesel • 6MT — nový motor,KOMPLETNÍ Prodám dobře udržovanou Mazdu 2015 v perfektním technickém stavu.Motor je kompletně repasovaný, vyměněn při 241 tis. km, zpracovaný pro záběh (244 tis. km) — běží tiše, plynule, nekouří a nespaluje olej.Nová hlava válců, vyměněny všechny spotřební materiály — žádné ne ne nedodání.🔥 Bohatá výbava: kožený interiér • tempomat • klima • vyhřívaná sedadla • zadní kamera • parkovací senzory • senzory mrtvého úhlu • senzory světla a deště • senzory ...",2015,,diesel,,2015,,diesel,,NO
84,https://auto.bazos.cz/inzerat/215958816/mazda-cx-5-20-121kw-advantage-rv012022-naviledhead-up.php,"MAZDA CX-5 2.0 121kW AD´VANTAGE r.v.01/2022 NAVI,LED,HEAD UP","MAZDA CX-5 2.0 121kW AD´VANTAGE r.v.01/2022 šedá metalíza POLYMETAL GREY,najeto 72300km,úplná servisní historie pouze Mazda,1.majitel,satelitní navigace,tempomat,LED světlomety,projekční head up s čtením dopravních značek,dvouzónová automatická klimatizace,abs,esp,6xairbag,litá kola 19"",vyhřívané sedačky a volant,bezklíčkové odemykání a startování vozu,senzor světel a stěračů,mlhovky,el.okna a zrcátka,Android Auto,Apple CarPlay,dělená zadní sedadla,el.ovládané víko zavazadelníku,asistent rozjezd...",,72300,,121,,72300,,121,NO
85,https://auto.bazos.cz/inzerat/215692464/mazda-3-sedan-20-skyactiv-g-132-kw.php,Mazda 3 sedan 2.0 Skyactiv-X 132 kW,"Dobrý den,nabízím k prodeji náš vůz Mazda 3 sedan r.v. 9.2019, se silným, ale úsporným motorem 2.0 Skyactiv-X 132 kW / 180 k s automatickou převodovkou. Vynikajicí stav. Nejvyšší výbava, interiér kompletní v nádherné krémové kůži s příplatkovým ozvučením BOSE. Parkovaci 360° kamera a CarPlay. První majitel, kupováno v ČR v Mazdě. Nájezd ověřitelný. Servis vedený a pravidelně vykonávaný v autorizovaném servisu Mazda.Nikdy nebouráno, na aute pouze od roku 2019 proběhlo menší lakování, z důvodu van...",,,,132,,,benzín,132,NO
87,https://auto.bazos.cz/inzerat/215690528/mazda-6-gh-22-136-kw.php,"Mazda 6 (GH) 2.2, 136 KW","Mazda 6 (GH) 2.2, 136 KWProdám Mazda 6 (GH) 2.2, 136 KW, Naftový motor, ročník 2009. Jedná se o nejvýkonnější naftový motor s nejvyšší výbavou u této verze s manuální převodovkou. S autem je možné okamžitě odjet.Najeto: 291xxx kmManuální 6-ti stupňová převodovkaPalivo: dieselVýkon: 136KW (186 koni)Barva: šedá metalízaKaroserie: hatchback2x klíčeSTK: 30.7. 2027Výbava:kožené sedačkyvyhřívaná sedadlaklimatizacetempomatparkovací senzory vpředu i vzadumultifunkční volantsignalizace mrtvého úhluBOSE s...",,,,136,,,Naftový,136,NO
88,https://auto.bazos.cz/inzerat/215683137/prodam-mazdu-cx-9-37i-awd-2015.php,"Prodám Mazdu Cx-9 3,7i AWD 2015","Dobrý den, prodám Mazdu Cx-9 3,7i AWD. rv. 2015, najeto: 136 000, výkon: 204kw.Stav udržovaný, nástřik dutin každé 2 roky, antikorozní ochrana podvozku každý rok, oleje: Motor 8000km, převodovka, rozvodovka a diferenciály po 25 000. Dvě sady pneu: Letní 90% (pilot sport 5) zimní 5,5mm (cooper wrangler). Vše na 20´. Opečovávané auto.Podobné jako: Mazda cx-7, Ford C-MAX, S-MAX Seat Alhambra, Wolkswagen Sharan, Renault Grand Picasso, Chrysler Pacifica.....",2015,,,204,2015,,,204,NO
89,https://auto.bazos.cz/inzerat/216242697/mazda-cx-5-20-najeto-56-tis-led-navi-awd-4x4-1-maj.php,"Mazda CX-5, 2.0 najeto 56 tis., LED, NAVI, AWD 4x4, 1. Maj","Prodám Mazdu CX5 2.0 Skyactiv-G 121kW - benzínPřevodovka manuální - 6 rychlostí.- najeto 56 000 Km- možnost odpočtu DPH- zimní pneu +  AL disky- garážovanéBezpečnostní systémy:ABS, ESP, Hlídání mrtvého úhlu, Nouzové brždění, Protiprokluzový systém kol (ASR), Sledování jízdního pruhu, Systém nouzového zastaveníAsistenční systémy:Asistent rozjezdu do kopce, Parkovací senzory, Tempomat, Parkovací senzory přední, Parkovací senzory zadní, Front Assist, Lane AssistZabezpečení vozidla:Dálkové centrální...",,,,121,,56000,benzín,121,NO
90,https://auto.bazos.cz/inzerat/216242698/mazda-3.php,Mazda 3,"Dobrý den prodám Mazdu 3 rv 2005 motor 1,6 diesel ,auto je pojízdné,  STK do červen 2026 nutné opravy nebo na náhradní díly. Dotazy zodpovím po telefonu .",2005,,diesel,,2005,,diesel,,NO
93,https://auto.bazos.cz/inzerat/216235689/mazda-cx5-4wd-22-diesel.php,Mazda cx5 4wd 2.2 diesel,Prodám Mazdu sx5 2.2 diesel 129 kwNove oleje filtryPřední nápravaBrzdyTop stavPro více info volejtePři rychlém jednání sleva,,,diesel,,,,diesel,129,NO
95,https://auto.bazos.cz/inzerat/216234525/mazda-6.php,Mazda 6,"Prodám mazdu 2.2 diesel klepe na klikovce,r.v.2009,nezávislé topení,nové rozvody,stk do 4.3.2027",2009,,diesel,,2009,,diesel,,NO
97,https://auto.bazos.cz/inzerat/216231053/mazda-tribute-23-110kw-44.php,Mazda Tribute 2.3 110kw 4×4,"Prodám Mazda Tribute 2.3 110kw Rok výroby 2004.Najeto 209tisDělaná hlava motoru.Výbava: přední řidičova sedačka je el. ovládaná, tempomat, el. okna, klimatizace, autorádio, 4x4, tažné zařízení, nová STK.",2004,,,110,2004,,,110,NO
98,https://auto.bazos.cz/inzerat/216226367/mazda-6-gh-22-skyactiv.php,Mazda 6 GH 2.2. Skyactiv,Mazda 6rok 20172.2ccm / 110KWTažné na 1.600 Kgnajeto 220 tislehce poškozený zadní nárazník viz fotoStav odpovídá stáří a nájezduK autu druhá sada letních kol.Cena včetně DPHvía info po telefonu.,,,,,,,,110,NO
99,https://auto.bazos.cz/inzerat/216224718/mazda2.php,Mazda 2,"Prodám Mazda2 rv 2004 oděrky z provozu mírná koroze viz foto, nejvice dvere ridice, mnoho novych dilu, 162tis najeto úsporný provoz",2004,,,,2004,,,,NO
100,https://auto.bazos.cz/inzerat/216222850/mazda-3-16-i.php,Mazda 3    1.6 i,"Prodám Mazda 3 , 1.6 i ( 77 kw ), r.v. 10/2010, najeto 229 tis.km ( servisní kniha, protokoly ze servisu ), 5 rychlostí manuál, klimatizace, ALU kola, el. výbava, parkovací sensory, palubní PC, originál rádio a další. Dovoz Německo. Po dovozové STK a emisích. Dohlášení pouze : 800,-kč. Cena : 109 000,-kč. Tel.: 725 367624",,,,77,,,,77,NO
105,https://auto.bazos.cz/inzerat/215652990/mazda-cx-5-20i-benzin-skyactiv-sky-blue-manual.php,MAZDA CX-5 2.0i BENZÍN SKYACTIV SKY BLUE MANUÁL,"Prodám Mazda CX-5 2.0i SkyActiv Manuál2014, 158.945km, 121kw(165ps), 6st.manuálna prevodovka, benzín, 5 dverí, 5 miestne, neprihlásené, dovezené…Krásny a maximálne zachovalý stav. Zmluvne garantujem počet najazdených kilometrov !!2x kľúč, servisná história - faktúry + protokoly zo zahraničnej STK. Karoséria v pôvodnom laku, nelakovaný, nehavarovaný automobil !! Interiér čistý, nezničený a po nefajčiarovi. Nový olej + filtre, zimné náplne, predné brzdy ...Bohatá výbava:Alarm, ABS, TCS, 8x Airbag,...",,,benzín,121,,,benzín,121,NO
107,https://auto.bazos.cz/inzerat/216214257/prodam-mazdu-323-kombi-rv-2000-15i.php,"Prodám Mazdu 323 kombi, r.v. 2000, 15i","Auto je ve slušném stavu, plně funkční. STK do 12,2027. Více informací po telefonu. Přepis nutný.",2000,,,,2000,,,,NO
108,https://auto.bazos.cz/inzerat/215912486/mazda-6-25-kombi-sports-line-rv092020-matrixnavi.php,"MAZDA 6 2.5 KOMBI SPORTS LINE r.v.09/2020 MATRIX,NAVI","MAZDA 6 2.5 143kW KOMBI SPORTS LINE r.v.09/2020 červená metalíza,najeto 81050km,úplná servisní historie pouze Mazda-doložím,satelitní navigace,adaptivní tempomat,automatická dvouzónová klimatizace,abs,esp,6xairbag,LED MATRIX světlomety,projekční head up s čtením dopravních značek,palubní počítač,automatická převodovka s možností řazení na volantu,vyhřívaná sedadla včetně zadních,vyhřívaný volant,ventilace sedaček,multifunkční volant,el.okna a zrcátka,parkovací senzory s kamerou 360°,hlísání mrtv...",,81050,,143,,81050,,143,NO
109,https://auto.bazos.cz/inzerat/216209906/mazda-3.php,Mazda 3,"Prodám Mazda 3, BK r.v. 2004, 1.6 benzin 77kw, najeto 290tis, STK, 4/27, 1.majitelka ČR dovoz Německo.Multifunkční volant, klima, rádio na CD, elektrická okénka vpředu i vzadu, elektricky nastavitelná zrcátka, alu kola. Nová poloosa, nové ramena, brzdové destičky, kotouče, isofix, nastavitelný volant, 2x klíč, 6x airbag, servisní knížka .Stav dle stáří ( koroze), plně pojízdná, auto je držák, nikdy mě nenechala ve štychu, zadní nárazník lehce obouchaný, případně přidám nárazník a letní pneu.",2004,,,77,2004,,,77,NO
110,https://auto.bazos.cz/inzerat/216208352/mazda-6.php,Mazda 6,"Prodám Mazdu 6 2.2 diesel 2012, jako soubor náhradních dílů, nebo na opravu, momentálně bez TP, pro více info volejte, pište",2012,,diesel,,2012,,diesel,,NO
111,https://auto.bazos.cz/inzerat/216208143/mx-5-18i-93-kw-miata-kabriolet-roadster.php,Mx-5 1.8i 93 kW Miata kabriolet Roadster,"Prodám krásnou Mazdu Mx-5 1.8i 93 kW Miata kabriolet Roadster,rok výr. 12/2010 (facelift) najeto 163.000 km (servisní knížka) barva modrá metal. orig. alu kola (nové celoroční pneu) hezký čistý interiér,střecha v top stavu,karosérie bez koroze, auto v perfektním stavu,dovoz Německo,coc list.",,,,93,,,,93,NO
113,https://auto.bazos.cz/inzerat/216206486/mazda-2-14i-111tkm.php,Mazda 2 1.4i 111tkm,"Mazda 2 1.4i 55kw, rozvody řetěz, spolehlivý motor, najeto 111tkm, absoltutne bez koroze, centrální zamykání, airbag, ABS, radio CD, USB, 5dv, stk 9/27, manuální převodovka, nikde nic netluče, funguje velmi pěkně, malé nenáročné vozítko, pouze vážní zájemci, více info na tel",,,111tkm,55,,111000,,55,NO
114,https://auto.bazos.cz/inzerat/216206149/mazda-6-20-121kw-skyactiv-kuzexenonynavialu19topstav.php,"Mazda 6 2.0 121Kw SKYACTIV Kůže,Xenony,Navi,Alu19,TOPstav","Cena: 269 000kčNajeto: 179 000 kmVyrobeno: 11/2013V provozu od: 12/2013VIN: JMZGJ597621137353Karosérie: KombiBarva: Šedá metalízaKlimatizace: AutomatickáPočet airbagů: 8Počet dveří: 5Počet míst: 5Palivo: BenzínObjem: 1 998 ccmVýkon: 121 kW (165 koní)Převodovka: Manuální 6 stupňová1. majitel: AnoServ. knížka: AnoVýbava vozu:ABS, ESP, Hlídání mrtvého úhlu, Protiprokluzový systém kol (ASR), Asistent rozjezdu do kopce, Parkovací asistent, Parkovací senzory, Tempomat, Parkovací senzory přední, Parkov...",2013,179000,,121,,179000,benzín,121,year
117,https://auto.bazos.cz/inzerat/216203090/mazda-6-skyactiv.php,Mazda 6-Skyactiv,"Mazda 6 2.2d 129kW naftaRok výroby: 2013Stav tachometru: 334xxx kmAuto je v pēkném zachovalém stavu, jezdí výbornē Vuz je plne vybavenNatácacie svetlomety, 6x airbag, ABS, ASR, ESP Centralne zamykanie, Deaktivácia airbagov, mobilizér, Isofix, Systém kontroly tlaku v pneumatikách, Asistent dial'kových svetiel, Klimatizácia dvojzónová, Bluetooth, Tempomat, Elektrické zrkadlá, Elektrické okná 4x, Vyhrievané zrkadla, Bezklucové startovanie, LED svietenie, Navigacny systém, Palubny pocitac, Vonkajsi ...",2013,,,129,2013,,,129,NO
119,https://auto.bazos.cz/inzerat/216202486/mazda-cx-5-25i-revolution-automat.php,"Mazda CX-5, 2,5i Revolution (automat)","Model: CX-5Výkon: 143 KWPalivo: benzinSTK do 09/2027První registrace: 6.9.2021Najeto: 95000KmVýbava:- 360° parkovací kamera- Sledování únavy řidiče- Hlídání mrtvého úhlu- Tažné zařízení- ABS- Automatická převodovka- AlarmBrzdový asistent (EBA, BAS)- ESP Systém- varování před čelní srážkou- Automatické zabrzdění v kopci- Imobilizér- Hlídání jizdního pruhu- Přední a zadní parkovací senzory- Posilovač řízení- Senzor stěračů- ISOFIX na zadních sedadlech- Protiprokluzový systém kol (TC, ASR)- Kontrol...",2021,95000,,143,,95000,benzín,143,year
120,https://auto.bazos.cz/inzerat/216201889/mazda-6.php,Mazda 6,"Mazda 6, r. v. 2014, 2.2 diesel, 110 kWNajeto: 299.800 kmAuto e servisovánoVubava:Bi-xenonové světlomety + LED denní svícení• Dvouzónová automatická klimatizace• Tempomat a omezovač rychlosti• Multifunkční volant v kůži• Palubní počítač• Barevný dotykový displej• Navigační systém• Bluetooth handsfree + audio streaming• USB / AUX připojení• Parkovací senzory (přední i zadní)• Elektrická okna a zrcátka (vyhřívaná)• Bezklíčové startování (Start/Stop tlačítko)• Centrální zamykání s dálkovým ovládání...",2014,,diesel,,2014,,diesel,110,NO
121,https://auto.bazos.cz/inzerat/216201189/mazda-6-20-114-kw-90th-anniversary-facelift-benzin.php,MAZDA 6 2.0 114 KW 90TH ANNIVERSARY FACELIFT - BENZÍN,"MAZDA 6 2.0 114 KW 90TH ANNIVERSARY FACELIFT - BENZÍNProdám hezkou Mazdu 6 2. generace ( GH ) ve vyšší výbavě 90th Anniversary s nejlepším benzínovým (atmosférickým) motorem 2.0 o výkonu 114 kW / 160 koní se šestistupňovou manuální převodovkou. Jedná se o faceliftový model.VYHŘÍVANÁ SEDADLAV provozu od: 01.2011Stav tachometru: 153 000 kmPalivo: BenzínObjem motoru: 1 999 ccmBarva: černá metalízaVýkon motoru: 114 kW (155 PS)Karoserie: KombiDveří / sedadel: 5 / 5Výbava vozidla:AirBag 6x, Alarm, Ant...",2011,,benzín,114,,153000,benzín,114,year
122,https://auto.bazos.cz/inzerat/216201166/mazda-6-25-125-kw-sports-line-gta-plus-benzin.php,MAZDA 6 2.5 125 KW SPORTS-LINE ( GTA PLUS ) - BENZÍN,"MAZDA 6 2.5 125 KW SPORTS-LINE ( GTA PLUS ) - BENZÍNProdám hezkou Mazdu 6 2. generace ( GH ) v nejvyšší výbavě Sports-Line ( GTA PLUS ) s nejlepším benzínovým (atmosférickým) motorem 2.5 o výkonu 125 kW / 170 koní se šestistupňovou manuální převodovkou. Jedná se o faceliftový model.VYHŘÍVANÁ SEDADLAV provozu od: 07.2010Stav tachometru: 188 000 kmPalivo: BenzínObjem motoru: 2 488 ccmBarva: šedá metalízaVýkon motoru: 125 kW (170 PS)Karoserie: KombiDveří / sedadel: 5 / 5Výbava vozidla:AirBag 6x, An...",2010,,benzín,125,,188000,benzín,125,year
